 n,col2
 1000,3.272727272727273
 1100,2.5294117647058822
 1200,2.526315789473684
 1300,2.5625
 1400,2.1666666666666665
 1500,2.3157894736842106
 1600,2.3125
 1700,3.0555555555555554
 1800,2.6875
 1900,2.9375
 2000,3.2941176470588234
 2100,3.5
 2200,4
 2300,4
 2400,4.230769230769231
 2500,3.8666666666666667
 2600,4.4
 2700,4.333333333333333
 2800,4.384615384615385
 2900,5
 3000,5.071428571428571
 3100,5.454545454545454
 3200,5.076923076923077
 3300,6.25
 3400,6.4
 3500,6.5
 3600,6.636363636363637
 3700,6.6
 3800,6.7
 3900,7.2
 4000,7.125
 4100,7.888888888888889
 4200,7.8
 4300,8.666666666666666
 4400,8.222222222222221
 4500,8.875
 4600,8.5
 4700,9.5
 4800,9.375
 4900,9.875
 5000,10
 5100,10.75
 5200,10.875
 5300,10.833333333333334
 5400,12
 5500,12
 5600,11.75
 5700,12.285714285714286
 5800,12.833333333333334
 5900,13
 6000,13.166666666666666
 6100,14
 6200,14.333333333333334
 6300,14.8
 6400,15.666666666666666
 6500,15.666666666666666
 6600,16
 6700,16
 6800,17
 6900,16.666666666666668
 7000,17.25
 7100,17.2
 7200,18.4
 7300,18
 7400,18
 7500,19
 7600,19.5
 7700,20.2
 7800,20
 7900,22
 8000,20.75
 8100,21.5
 8200,21.25
 8300,22.25
 8400,23.5
 8500,23.5
 8600,23.25
 8700,24
 8800,24.75
 8900,25.666666666666668
 9000,24.5
 9100,25.333333333333332
 9200,25
 9300,26.333333333333332
 9400,26.5
 9500,27
 9600,27.25
 10000,29
 10100,29.191693290734825
